"call_number","unit_id","incident_number","call_type","call_date","watch_date","received_dttm","entry_dttm","dispatch_dttm","response_dttm","on_scene_dttm","transport_dttm","hospital_dttm","call_final_disposition","available_dttm","address","city","zipcode_of_incident","battalion","station_area","box","original_priority","priority","final_priority","als_unit","call_type_group","number_of_alarms","unit_type","unit_sequence_in_call_dispatch","fire_prevention_district","supervisor_district","neighborhoods_analysis_boundaries","rowid","case_location","data_as_of","data_loaded_at",":@computed_region_ajp5_b2md"
"150683982","T06","15026173","Alarms","2015-03-09T00:00:00.000","2015-03-09T00:00:00.000","2015-03-09T22:28:17.000","2015-03-09T22:30:07.000","2015-03-09T22:30:21.000","2015-03-09T22:32:32.000","2015-03-09T22:33:43.000",,,"Fire","2015-03-09T22:46:16.000","CHURCH ST/DORLAND ST","San Francisco","94114","B02","06","5421","3","3","3","false","Alarm","1","TRUCK","2","2","8","Castro/Upper Market","150683982-T06","POINT (-122.42843 37.76209)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","5"
"150690720","E10","15026267","Alarms","2015-03-10T00:00:00.000","2015-03-10T00:00:00.000","2015-03-10T08:12:00.000","2015-03-10T08:13:19.000","2015-03-10T08:13:35.000","2015-03-10T08:15:25.000","2015-03-10T08:17:52.000",,,"Fire","2015-03-10T08:19:52.000","JORDAN AVE/CALIFORNIA ST","San Francisco","94118","B07","10","4446","3","3","3","true","Alarm","1","ENGINE","2","7","2","Presidio Heights","150690720-E10","POINT (-122.45696 37.785965)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","31"
"150691879","T05","15026369","Alarms","2015-03-10T00:00:00.000","2015-03-10T00:00:00.000","2015-03-10T13:49:22.000","2015-03-10T13:50:37.000","2015-03-10T13:51:10.000","2015-03-10T13:52:20.000",,,,"Fire","2015-03-10T13:54:23.000","FULTON ST/GOUGH ST","San Francisco","94102","B02","36","3264","3","3","3","false","Alarm","1","TRUCK","3","2","5","Hayes Valley","150691879-T05","POINT (-122.423355 37.778748)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","39"
"150703977","61","15026927","Medical Incident","2015-03-11T00:00:00.000","2015-03-11T00:00:00.000","2015-03-11T23:00:19.000","2015-03-11T23:01:50.000","2015-03-11T23:02:46.000","2015-03-11T23:02:55.000",,,,"Fire","2015-03-11T23:12:02.000","27TH ST/GUERRERO ST","San Francisco","94110","B06","11","5556","2","2","2","true","Non Life-threatening","1","MEDIC","2","6","8","Noe Valley","150703977-61","POINT (-122.422386 37.747173)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","22"
"151031440","T11","15038919","Alarms","2015-04-13T00:00:00.000","2015-04-13T00:00:00.000","2015-04-13T11:19:58.000","2015-04-13T11:20:35.000","2015-04-13T11:21:29.000",,,,,"Fire","2015-04-13T11:23:29.000","CLIPPER ST/CASTRO ST","San Francisco","94114","B06","11","0554","3","3","3","false","Alarm","1","TRUCK","3","6","8","Noe Valley","151031440-T11","POINT (-122.43385 37.748898)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","22"
"151063183","E16","15040178","Other","2015-04-16T00:00:00.000","2015-04-16T00:00:00.000","2015-04-16T18:29:02.000","2015-04-16T18:29:48.000","2015-04-16T18:31:26.000","2015-04-16T18:56:26.000","2015-04-16T18:56:26.000",,,"Code 2 Transport","2015-04-16T19:52:22.000",,,,"B02","94","AI02","3","3","3","true","Alarm","1","ENGINE","4","None","None","None","151063183-E16",,"2024-02-05T03:27:52.000","2024-02-05T10:56:25.000",
"151093355","T01","15041422","Alarms","2015-04-19T00:00:00.000","2015-04-19T00:00:00.000","2015-04-19T21:42:04.000","2015-04-19T21:43:05.000","2015-04-19T21:43:18.000","2015-04-19T21:44:44.000",,,,"Fire","2015-04-19T21:48:02.000","06TH ST/MISSION ST","San Francisco","94103","B03","01","2251","3","3","3","false","Alarm","1","TRUCK","3","3","6","South of Market","151093355-T01","POINT (-122.40871 37.78097)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"151100053","T07","15041456","Alarms","2015-04-20T00:00:00.000","2015-04-19T00:00:00.000","2015-04-20T00:22:12.000","2015-04-20T00:23:46.000","2015-04-20T00:23:57.000","2015-04-20T00:26:40.000",,,,"Fire","2015-04-20T00:30:14.000","LAPIDGE ST/19TH ST","San Francisco","94110","B06","07","5434","3","3","3","false","Alarm","1","TRUCK","3","6","8","Mission","151100053-T07","POINT (-122.42226 37.76005)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"151101008","70","15041540","Medical Incident","2015-04-20T00:00:00.000","2015-04-20T00:00:00.000","2015-04-20T09:14:24.000","2015-04-20T09:15:23.000","2015-04-20T09:16:48.000","2015-04-20T09:16:56.000",,,,"Fire","2015-04-20T09:24:24.000","14TH ST/MISSION ST","San Francisco","94103","B02","36","5215","2","2","2","true","Non Life-threatening","1","MEDIC","2","2","9","Mission","151101008-70","POINT (-122.41998 37.768272)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"151111527","B02","15041945","Alarms","2015-04-21T00:00:00.000","2015-04-21T00:00:00.000","2015-04-21T11:42:05.000","2015-04-21T11:43:57.000","2015-04-21T11:44:23.000","2015-04-21T11:44:35.000","2015-04-21T11:49:25.000",,,"Fire","2015-04-21T11:58:22.000","PAGE ST/BAKER ST","San Francisco","94117","B05","21","4251","3","3","3","false","Alarm","1","CHIEF","1","5","5","Haight Ashbury","151111527-B02","POINT (-122.440544 37.77178)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","3"
"151120126","AP","15042185","Aircraft Emergency","2015-04-22T00:00:00.000","2015-04-21T00:00:00.000","2015-04-22T01:05:45.000","2015-04-22T01:05:45.000","2015-04-22T01:05:45.000","2015-04-22T01:05:45.000","2015-04-22T01:05:45.000",,,"Fire","2015-04-22T01:05:45.000","CALL BOX: SF INTERNATIONAL AIRPORT",,,"B99","44","6913","3","3","3","false","Fire","1","AIRPORT","1","None","None","None","151120126-AP","POINT (-122.344717912 37.704548808)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000",
"151121918","T07","15042328","Alarms","2015-04-22T00:00:00.000","2015-04-22T00:00:00.000","2015-04-22T13:10:02.000","2015-04-22T13:11:22.000","2015-04-22T13:11:42.000","2015-04-22T13:13:44.000","2015-04-22T13:17:23.000",,,"Fire","2015-04-22T13:25:02.000","BRYANT ST/15TH ST","San Francisco","94103","B02","29","5241","3","3","3","false","Alarm","1","TRUCK","2","2","10","Mission","151121918-T07","POINT (-122.41061 37.766903)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"151143779","E29","15043261","Alarms","2015-04-24T00:00:00.000","2015-04-24T00:00:00.000","2015-04-24T21:57:10.000","2015-04-24T21:58:47.000","2015-04-24T21:59:02.000","2015-04-24T22:00:22.000","2015-04-24T22:04:39.000",,,"Fire","2015-04-24T22:04:45.000","UTAH ST/15TH ST","San Francisco","94103","B02","29","2352","3","3","3","true","Alarm","1","ENGINE","1","2","10","Mission","151143779-E29","POINT (-122.40668 37.767143)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"151151222","B04","15043426","Alarms","2015-04-25T00:00:00.000","2015-04-25T00:00:00.000","2015-04-25T10:36:57.000","2015-04-25T10:41:12.000","2015-04-25T10:42:05.000","2015-04-25T10:42:21.000",,,,"Code 2 Transport","2015-04-25T10:54:27.000","GOUGH ST/ELLIS ST","San Francisco","94109","B02","05","3322","3","3","3","false","Alarm","1","CHIEF","4","2","5","Western Addition","151151222-B04","POINT (-122.42429 37.7834)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","39"
"151170381","B06","15044095","Alarms","2015-04-27T00:00:00.000","2015-04-26T00:00:00.000","2015-04-27T05:01:44.000","2015-04-27T05:02:37.000","2015-04-27T05:03:13.000","2015-04-27T05:05:09.000","2015-04-27T05:07:03.000",,,"Fire","2015-04-27T05:12:43.000","CHURCH ST/DUNCAN ST","San Francisco","94131","B06","11","5556","3","3","3","false","Alarm","1","CHIEF","3","6","8","Noe Valley","151170381-B06","POINT (-122.42689 37.746098)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","22"
"151171359","B02","15044179","Alarms","2015-04-27T00:00:00.000","2015-04-27T00:00:00.000","2015-04-27T10:50:34.000","2015-04-27T10:59:17.000","2015-04-27T10:59:35.000","2015-04-27T11:03:39.000",,,,"Fire","2015-04-27T11:04:41.000","MISSION ST/07TH ST","San Francisco","94103","B02","01","2315","3","3","3","true","Alarm","1","CHIEF","3","2","6","South of Market","151171359-B02","POINT (-122.410934 37.779213)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"151180782","E02","15044529","Alarms","2015-04-28T00:00:00.000","2015-04-28T00:00:00.000","2015-04-28T08:24:53.000","2015-04-28T08:26:00.000","2015-04-28T08:30:06.000","2015-04-28T08:30:06.000","2015-04-28T08:32:16.000",,,"Fire","2015-04-28T08:44:46.000","POLK ST/PINE ST","San Francisco","94109","B04","03","3122","3","3","3","true","Alarm","1","ENGINE","2","4","3","Nob Hill","151180782-E02","POINT (-122.420494 37.78962)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","21"
"151193773","E22","15045185","Alarms","2015-04-29T00:00:00.000","2015-04-29T00:00:00.000","2015-04-29T21:42:04.000","2015-04-29T21:43:21.000","2015-04-29T21:44:19.000","2015-04-29T21:45:54.000",,,,"Fire","2015-04-29T22:23:47.000","CALL BOX: DE YOUNG MUSEUM","San Francisco","94122","B07","31","7742","3","3","3","false","Alarm","1","ENGINE","3","7","7","Golden Gate Park","151193773-E22","POINT (-122.473308119 37.767108539)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","12"
"151201927","B02","15045399","Alarms","2015-04-30T00:00:00.000","2015-04-30T00:00:00.000","2015-04-30T13:20:53.000","2015-04-30T13:22:25.000","2015-04-30T13:22:58.000","2015-04-30T13:24:11.000","2015-04-30T13:26:27.000",,,"Fire","2015-04-30T13:37:26.000","POLK ST/EDDY ST","San Francisco","94102","B02","03","3163","3","3","3","true","Alarm","1","CHIEF","2","2","6","Tenderloin","151201927-B02","POINT (-122.41918 37.7831)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"151203557","E07","15045613","Alarms","2015-04-30T00:00:00.000","2015-04-30T00:00:00.000","2015-04-30T20:33:23.000","2015-04-30T20:35:47.000","2015-04-30T20:36:53.000","2015-04-30T20:37:42.000","2015-04-30T20:41:22.000",,,"Fire","2015-04-30T20:51:21.000","20TH ST/SAN CARLOS ST","San Francisco","94110","B06","07","5446","3","3","3","true","Alarm","1","ENGINE","2","6","9","Mission","151203557-E07","POINT (-122.41984 37.758583)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"151223539","E29","15046478","Alarms","2015-05-02T00:00:00.000","2015-05-02T00:00:00.000","2015-05-02T22:52:50.000","2015-05-02T22:53:48.000","2015-05-02T22:54:03.000","2015-05-02T22:55:35.000","2015-05-02T22:58:31.000",,,"Fire","2015-05-02T23:17:36.000","16TH ST/CAROLINA ST","San Francisco","94103","B03","29","2362","3","3","3","true","Alarm","1","ENGINE","1","3","10","Mission Bay","151223539-E29","POINT (-122.40076 37.76619)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","4"
"151232809","85","15046769","Other","2015-05-03T00:00:00.000","2015-05-03T00:00:00.000","2015-05-03T18:56:14.000","2015-05-03T18:57:31.000","2015-05-03T19:05:19.000","2015-05-03T19:05:43.000","2015-05-03T19:08:56.000",,,"Fire","2015-05-03T20:07:01.000","NEWHALL ST/HUDSON AVE","San Francisco","94124","B10","25","6467","3","3","3","true","Alarm","1","MEDIC","2","10","10","Bayview Hunters Point","151232809-85","POINT (-122.388275 37.740044)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","1"
"151233563","T03","15046837","Other","2015-05-03T00:00:00.000","2015-05-03T00:00:00.000","2015-05-03T23:27:25.000","2015-05-03T23:27:25.000","2015-05-03T23:27:33.000","2015-05-03T23:29:56.000","2015-05-03T23:29:56.000",,,"Fire","2015-05-03T23:34:43.000","SUTTER ST/POLK ST","San Francisco","94109","B04","03","3121","3","3","3","false","Alarm","1","TRUCK","1","4","3","Nob Hill","151233563-T03","POINT (-122.42011 37.787758)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","21"
"151240124","E41","15046861","Alarms","2015-05-04T00:00:00.000","2015-05-03T00:00:00.000","2015-05-04T01:26:26.000","2015-05-04T01:27:43.000","2015-05-04T01:27:52.000","2015-05-04T01:29:34.000","2015-05-04T01:31:48.000",,,"Fire","2015-05-04T01:47:22.000","TAYLOR ST/SUTTER ST","San Francisco","94102","B01","03","1412","3","3","3","false","Alarm","1","ENGINE","1","1","3","Nob Hill","151240124-E41","POINT (-122.41189 37.788807)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","21"
"151250275","B01","15047226","Alarms","2015-05-05T00:00:00.000","2015-05-04T00:00:00.000","2015-05-05T04:06:44.000","2015-05-05T04:07:54.000","2015-05-05T04:08:04.000","2015-05-05T04:10:27.000",,,,"Fire","2015-05-05T04:14:23.000","SUTTER ST/MASON ST","San Francisco","94102","B01","03","1412","3","3","3","false","Alarm","1","CHIEF","3","1","3","Nob Hill","151250275-B01","POINT (-122.41024 37.789017)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","21"
"151260979","T02","15047683","Alarms","2015-05-06T00:00:00.000","2015-05-06T00:00:00.000","2015-05-06T08:51:20.000","2015-05-06T08:52:17.000","2015-05-06T08:52:37.000","2015-05-06T08:53:10.000",,,,"Fire","2015-05-06T08:59:16.000","TAYLOR ST/JEFFERSON ST","San Francisco","94133","B01","28","1521","3","3","3","false","Alarm","1","TRUCK","3","1","3","North Beach","151260979-T02","POINT (-122.4158 37.808212)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","23"
"151262575","T05","15047833","Alarms","2015-05-06T00:00:00.000","2015-05-06T00:00:00.000","2015-05-06T16:14:04.000","2015-05-06T16:14:20.000","2015-05-06T16:14:40.000","2015-05-06T16:16:00.000",,,,"Fire","2015-05-06T16:18:41.000","STEINER ST/OFARRELL ST","San Francisco","94115","B04","05","3623","3","3","3","true","Alarm","1","TRUCK","2","4","5","Western Addition","151262575-T05","POINT (-122.43435 37.783085)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","39"
"151264069","T05","15047974","Alarms","2015-05-06T00:00:00.000","2015-05-06T00:00:00.000","2015-05-06T23:27:37.000","2015-05-06T23:29:08.000","2015-05-06T23:29:14.000","2015-05-06T23:31:38.000",,,,"Fire","2015-05-06T23:33:39.000","GROVE ST/LYON ST","San Francisco","94117","B05","21","4253","3","3","3","true","Alarm","1","TRUCK","3","5","5","Lone Mountain/USF","151264069-T05","POINT (-122.44295 37.775295)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","18"
"151271340","T16","15048110","Alarms","2015-05-07T00:00:00.000","2015-05-07T00:00:00.000","2015-05-07T10:33:46.000","2015-05-07T10:35:18.000","2015-05-07T10:35:31.000","2015-05-07T10:36:26.000",,,,"Fire","2015-05-07T10:48:33.000","POLK ST/NORTH POINT ST","San Francisco","94109","B04","28","3143","3","3","3","false","Alarm","1","TRUCK","3","1","2","Russian Hill","151271340-T16","POINT (-122.42365 37.805286)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","32"
"151280242","T06","15048401","Alarms","2015-05-08T00:00:00.000","2015-05-07T00:00:00.000","2015-05-08T02:05:15.000","2015-05-08T02:06:36.000","2015-05-08T02:06:45.000","2015-05-08T02:09:24.000","2015-05-08T02:10:21.000",,,"Fire","2015-05-08T02:11:26.000","LANDERS ST/14TH ST","San Francisco","94114","B02","06","5127","3","3","3","false","Alarm","1","TRUCK","2","2","8","Castro/Upper Market","151280242-T06","POINT (-122.427864 37.76779)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","5"
"151290614","E37","15048863","Alarms","2015-05-09T00:00:00.000","2015-05-08T00:00:00.000","2015-05-09T06:14:47.000","2015-05-09T06:15:39.000","2015-05-09T06:16:26.000","2015-05-09T06:17:59.000","2015-05-09T06:21:28.000",,,"Fire","2015-05-09T06:29:18.000","22ND ST/POTRERO AVE","San Francisco","94110","B10","37","2552","3","3","3","false","Alarm","1","ENGINE","2","10","10","Mission","151290614-E37","POINT (-122.40664 37.75617)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"151291459","88","15048940","Medical Incident","2015-05-09T00:00:00.000","2015-05-09T00:00:00.000","2015-05-09T11:31:40.000","2015-05-09T11:31:40.000","2015-05-09T11:33:42.000","2015-05-09T11:34:27.000",,,,"Cancelled","2015-05-09T11:36:26.000","17TH ST/MISSION ST","San Francisco","94110","B02","07","5236","2","2","2","true","Non Life-threatening","1","MEDIC","1","2","9","Mission","151291459-88","POINT (-122.41951 37.763428)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"151310941","B02","15049618","Alarms","2015-05-11T00:00:00.000","2015-05-11T00:00:00.000","2015-05-11T09:15:13.000","2015-05-11T09:16:18.000","2015-05-11T09:16:30.000","2015-05-11T09:16:36.000","2015-05-11T09:22:52.000",,,"Fire","2015-05-11T09:24:34.000","ELLIS ST/END","San Francisco","94109","B02","03","1555","3","3","3","false","Alarm","1","CHIEF","3","2","6","Tenderloin","151310941-B02","POINT (-122.41478 37.784615)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","36"
"151312075","B02","15049737","Alarms","2015-05-11T00:00:00.000","2015-05-11T00:00:00.000","2015-05-11T14:23:20.000","2015-05-11T14:24:13.000","2015-05-11T14:25:16.000","2015-05-11T14:26:01.000",,,,"Fire","2015-05-11T14:30:23.000","17TH ST/ALABAMA ST","San Francisco","94110","B02","07","5244","3","3","3","false","Alarm","1","CHIEF","3","2","9","Mission","151312075-B02","POINT (-122.41229 37.764194)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
"151313389","E08","15049849","Outside Fire","2015-05-11T00:00:00.000","2015-05-11T00:00:00.000","2015-05-11T20:32:16.000","2015-05-11T20:32:29.000","2015-05-11T20:32:35.000","2015-05-11T20:33:45.000","2015-05-11T20:37:00.000",,,"Fire","2015-05-11T20:42:09.000","06TH ST/MISSION ST","San Francisco","94103","B03","01","2251","3","3","3","true","Fire","1","ENGINE","1","3","6","South of Market","151313389-E08","POINT (-122.40871 37.78097)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","34"
"151320341","E31","15049935","Alarms","2015-05-12T00:00:00.000","2015-05-11T00:00:00.000","2015-05-12T04:01:38.000","2015-05-12T04:02:59.000","2015-05-12T04:03:15.000","2015-05-12T04:05:07.000","2015-05-12T04:08:44.000",,,"Fire","2015-05-12T04:34:09.000","CORNWALL ST/06TH AVE","San Francisco","94118","B07","31","0714","3","3","3","false","Alarm","1","ENGINE","1","7","1","Inner Richmond","151320341-E31","POINT (-122.464554 37.78479)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","11"
"151321927","E29","15050101","Other","2015-05-12T00:00:00.000","2015-05-12T00:00:00.000","2015-05-12T14:17:40.000","2015-05-12T14:17:40.000","2015-05-12T14:17:40.000","2015-05-12T14:17:40.000","2015-05-12T14:17:40.000",,,"Fire","2015-05-12T14:19:20.000","23RD ST/RHODE ISLAND ST","San Francisco","94107","B02","37","2546","3","3","3","true","Alarm","1","ENGINE","1","10","10","Potrero Hill","151321927-E29","POINT (-122.40159 37.75457)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","26"
"151322108","E11","15050117","Electrical Hazard","2015-05-12T00:00:00.000","2015-05-12T00:00:00.000","2015-05-12T15:19:15.000","2015-05-12T15:20:08.000","2015-05-12T15:20:14.000","2015-05-12T15:20:54.000","2015-05-12T15:23:32.000",,,"Fire","2015-05-12T15:40:16.000","NOE ST/23RD ST","San Francisco","94114","B06","11","5522","3","3","3","true","Alarm","1","ENGINE","1","6","8","Noe Valley","151322108-E11","POINT (-122.43202 37.753025)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","22"
"151322866","E12","15050196","Alarms","2015-05-12T00:00:00.000","2015-05-12T00:00:00.000","2015-05-12T18:47:48.000","2015-05-12T18:48:40.000","2015-05-12T18:48:55.000","2015-05-12T18:50:43.000","2015-05-12T18:52:26.000",,,"Fire","2015-05-12T18:58:01.000","02ND AVE/HUGO ST","San Francisco","94122","B05","12","7321","3","3","3","true","Alarm","1","ENGINE","1","5","5","Inner Sunset","151322866-E12","POINT (-122.45888 37.765305)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","14"
"151332283","T01","15050480","Alarms","2015-05-13T00:00:00.000","2015-05-13T00:00:00.000","2015-05-13T14:24:48.000","2015-05-13T14:25:54.000","2015-05-13T14:28:04.000","2015-05-13T14:30:21.000","2015-05-13T14:32:19.000",,,"Fire","2015-05-13T14:32:23.000","04TH ST/MINNA ST","San Francisco","94103","B03","01","2213","3","3","3","false","Alarm","1","TRUCK","2","3","6","Financial District/South Beach","151332283-T01","POINT (-122.40371 37.784046)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","8"
"151361257","52","15051632","Other","2015-05-16T00:00:00.000","2015-05-16T00:00:00.000","2015-05-16T10:29:38.000","2015-05-16T10:31:03.000","2015-05-16T10:40:21.000",,,,,"Fire","2015-05-16T10:40:35.000","GENEBERN WAY/MURRAY ST","San Francisco","94112","B06","32","5641","3","3","3","true","Alarm","1","MEDIC","4","6","9","Bernal Heights","151361257-52","POINT (-122.42503 37.733547)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","2"
"151361328","70","15051641","Alarms","2015-05-16T00:00:00.000","2015-05-16T00:00:00.000","2015-05-16T10:55:11.000","2015-05-16T10:56:12.000","2015-05-16T10:56:24.000","2015-05-16T10:56:33.000",,,,"Fire","2015-05-16T11:00:45.000","25TH ST/HAMPSHIRE ST","San Francisco","94110","B10","09","2624","3","3","3","true","Alarm","1","MEDIC","2","6","9","Mission","151361328-70","POINT (-122.40714 37.75131)","2024-02-05T03:27:52.000","2024-02-05T10:56:25.000","20"
